seed,step,queries,loss,maxq0,mean_q,eps,sec
0,262000,16.333,11.73317,-31.198,-78.306,0.05,862.4
0,264000,16.583,11.69713,-31.314,-78.82,0.05,869.6
0,266000,16.167,11.71029,-31.884,-80.393,0.05,876.2
0,268000,17.417,11.5692,-31.304,-81.812,0.05,883.7
0,270000,16.167,11.48138,-31.55,-82.598,0.05,890.4
0,272000,16.75,11.50847,-31.71,-84.168,0.05,897.1
0,274000,17.5,11.44262,-31.44,-85.221,0.05,903.7
0,276000,16.667,11.46505,-30.018,-86.258,0.05,910.4
0,278000,17.083,11.34354,-31.302,-85.797,0.05,917.0
0,280000,17.167,11.11411,-31.753,-84.136,0.05,923.5
0,282000,16.833,10.83916,-31.567,-81.176,0.05,929.9
0,284000,16.75,10.55711,-30.85,-78.489,0.05,936.4
0,286000,17.0,10.55442,-31.146,-74.777,0.05,942.9
0,288000,18.333,10.55813,-31.888,-72.699,0.05,949.4
0,290000,17.083,10.40617,-30.962,-72.455,0.05,956.1
0,292000,17.167,10.64629,-31.265,-72.891,0.05,962.9
0,294000,17.417,10.47806,-30.381,-73.897,0.05,969.7
0,296000,18.083,10.6398,-31.466,-71.972,0.05,976.2
0,298000,18.75,10.517,-31.774,-72.035,0.05,982.7
